iso3,year,internet_users_pct,mobile_subs_per100,broadband_per100,rd_pct_gdp,researchers_per_mn,tertiary_enrol_pct,electricity_rural_pct,gdp_pc_const2015,upper_secondary_pct,oa_ai_ag,oa_ai_all,oa_precision_ag,oa_works_all
ABW,1990,0.0,0.0,,,,,100.0,24763.6538099384,,,,,
ABW,1991,,0.0,,,,,98.3737741616736,25460.3630272927,7.18651008605957,,,,
ABW,1992,,0.028493276,,,,,98.4282597493425,25743.4455010025,,,,,
ABW,1993,,,,,,,98.5017492013514,25870.1533960504,,,,,
ABW,1994,,,,,,,100.0,26581.9767488997,,,,,
ABW,1995,,2.22972096,,,,,100.0,26504.1864180809,,,,,
ABW,1996,2.77,3.777528741,,,,,100.0,25779.5979282247,,,,,
ABW,1997,,4.155977424,,,,,100.0,26547.4166076696,,,,,
ABW,1998,,6.377808073,,,,,100.0,26418.0883302727,,,,,
ABW,1999,4.51,13.81422174,,,,25.6337509155273,100.0,26384.8105935137,,,,,
ABW,2000,15.4428229480349,16.8993138878562,,,,28.3303394317627,100.0,28104.8954362859,16.3950805664062,,,,
ABW,2001,17.1,58.6899950168872,,,,28.8601303100586,100.0,29007.7386958774,,,,,
ABW,2002,18.8,67.6304183674586,,,,28.5816898345947,100.0,28535.4639480222,,,,,
ABW,2003,20.8,75.7794388473621,1.51554544469722,,,30.3779106140137,100.0,28525.8077063839,,,,,
ABW,2004,23.0,105.552873526225,7.46998809178977,,,30.352689743042,100.0,29959.7748189582,,,,,
ABW,2005,25.4,109.74954897591,13.0255757189855,,,36.204231262207,100.0,29081.7066997897,,,,,
ABW,2006,28.0,114.296796377055,14.6270127474002,,,34.2268714904785,100.0,28885.9118700469,,,,,
ABW,2007,30.9,117.599676975162,16.5612349488026,,,34.8968086242676,100.0,29556.8384686554,,,,,
ABW,2008,52.0,123.517202597004,18.8088543530494,,,35.0970611572266,100.0,29870.6648077005,,,,,
ABW,2009,58.0,129.26028780611,18.9851047715223,,,34.4308586120605,100.0,26204.0597361984,,,,,
ABW,2010,62.0,131.649919092235,19.1951175659748,,,36.0625305175781,100.0,25429.2180974853,32.0831718444824,,,,
ABW,2011,69.0,,,,,37.8648109436035,100.0,26093.0542083227,,,,,
ABW,2012,74.0,132.661183337755,,,,38.8641815185547,100.0,25444.7336646687,,,,,
ABW,2013,78.9,135.338052614131,18.7211139062774,,,17.1258697509766,100.0,26680.1411206342,,0.0,0.0,0.0,49.0
ABW,2014,83.78,135.141671422905,18.573515327987,,,17.7518997192383,100.0,26773.8229102391,,0.0,0.0,0.0,40.0
ABW,2015,88.661226932496,135.337479843354,18.2369653689626,,,16.7312393188477,100.0,27458.2201537506,,0.0,0.0,0.0,49.0
ABW,2016,93.542453865048,,,,,17.1416206359863,100.0,27587.2498040483,,0.0,0.0,0.0,59.0
ABW,2017,97.17,,,,,,100.0,28548.8904317739,,,,,
ABW,2018,,,,,,,100.0,29419.208623316,,0.0,0.0,0.0,55.0
ABW,2019,,131.682169673877,17.7444058425791,,,,100.0,29700.3634670565,,0.0,1.0,0.0,0.0
ABW,2020,,131.284916201117,17.6908752327747,,,,100.0,22718.2294445007,,0.0,2.0,0.0,90.0
ABW,2021,,131.09206195727,17.664887781476,,,,100.0,26303.0397202375,,,,,
ABW,2022,,130.647974615427,17.4862221892338,,,,100.0,29198.9903584827,,0.0,2.0,0.0,0.0
ABW,2023,,,,,,,100.0,31963.0764505349,67.8933029174805,0.0,1.0,0.0,0.0
ABW,2024,,,,,,14.0655418559377,100.0,33938.9541769192,,0.0,2.0,0.0,0.0
AFE,1990,,0.0025821426556722,,,,3.19349002838135,,1293.76522236797,,,,,
AFE,1991,,0.0030601295210905,,,,3.32539010047913,,1257.32746247235,,,,,
AFE,1992,,0.0058241644027969,,,,3.44453001022339,,1194.98293940344,,,,,
AFE,1993,,0.0160281568745268,,,,3.58260989189148,,1152.59004074875,,,,,
AFE,1994,,0.117720610098511,,,,3.75828003883362,,1143.91396339554,,,,,
AFE,1995,,0.164300729636764,,,,3.77903008460998,,1163.1260924151,,,,,
AFE,1996,,0.285421858668388,,,,3.79064011573792,,1195.05178683805,,,,,
AFE,1997,,0.537893874347061,,,,3.8187301158905,,1209.72360539762,,,,,
AFE,1998,,0.963135057510966,,,,3.85899996757507,,1199.70458220191,,,,,
AFE,1999,,1.5364967739772,,,,3.8215799331665,,1199.43029122354,,,,,
AFE,2000,,2.53187461998447,,,,3.99448990821838,8.67265346740584,1205.87666437284,,,,,
AFE,2001,,3.48511266478186,,,,4.2595100402832,,1216.22788108397,,,,,
AFE,2002,,4.59739340752445,,,,4.5005898475647,,1231.33260616804,,,,,
AFE,2003,,6.07988901464806,,0.594539921118996,,4.8099799156189,9.79281078105236,1235.59805226329,,,,,
AFE,2004,,8.01544755486436,,0.626100578625712,,5.12434005737305,10.890978601739,1271.19569954919,,,,,
AFE,2005,1.8,12.59131987433,0.062574277057914,0.626592924758238,,5.39512014389038,10.3364743315677,1314.2677841971,,,,,
AFE,2006,1.9,16.9490525169552,0.1142714613629,,,5.67903995513916,12.4200467691291,1364.58002599767,,,,,
AFE,2007,2.7,21.6849919782563,0.135809975850208,0.659864661576848,,5.82964992523193,12.3649962952047,1417.37331385996,,,,,
AFE,2008,3.0,28.1203044455646,0.147536203087257,,,6.22163009643555,12.7984770262053,1440.52144510506,,,,,
AFE,2009,3.5,32.6088889551093,0.179057886309788,,,6.78540992736816,15.5388490446558,1414.50548927128,,,,,
AFE,2010,5.3,38.5271319772483,0.196025141368356,0.586779084367876,,7.34631013870239,14.5888297250447,1449.78072652181,,,,,
AFE,2011,6.8,48.0159935090946,0.29238007125147,,,7.71177005767822,16.0566388916505,1464.88611192938,,,,,
AFE,2012,8.4,52.7679765565158,0.351953126198483,,,7.9946699142456,19.3999027957069,1452.76568595828,,,,,
AFE,2013,10.0,57.6880768277277,0.452910908034707,,,8.18673038482666,18.783057901428,1478.87995623663,,,,,
AFE,2014,12.1,61.9358160623131,0.535180357803304,,,8.29104042053223,17.6854545554196,1495.79844862987,,,,,
AFE,2015,14.3,66.5,0.5,,,8.43400001525879,16.4950640004064,1498.71597073834,,,,,
AFE,2016,16.3,63.6,0.5,,,8.57314014434814,24.5849063292052,1493.11936575691,,,,,
AFE,2017,17.3,63.5,0.5,,,8.71269035339355,25.3750374165444,1493.1423907296,,,,,
AFE,2018,19.6,65.2,0.5,,,8.7509298324585,26.9419836631142,1492.18670204384,,,,,
AFE,2019,21.6,67.9,0.6,,,8.67273044586182,28.9831827826011,1480.22900239543,,,,,
AFE,2020,23.5,69.9,0.51,,,8.71187019348145,30.9099909700969,1398.57793000832,,,,,
AFE,2021,25.0,74.7,0.62,,,8.66186046600342,32.7098365540535,1422.65546311873,,,,,
AFE,2022,26.8,77.7,0.67,,,,33.9981786802343,1437.09139374966,,,,,
AFE,2023,27.8,82.3,0.78,,,,35.2402362869802,1428.54623843676,,,,,
AFE,2024,28.8,87.3,1.03,,,,36.0805715658078,1432.50843496815,,,,,
AFG,1990,0.0,0.0,,,,2.21519994735718,,,,,,,
AFG,1991,,0.0,,,,,,,,,,,
AFG,1992,,0.0,,,,,,,,,,,
AFG,1993,,0.0,,,,,,,,,,,
AFG,1994,,0.0,,,,,,,,,,,
AFG,1995,,0.0,,,,,,,,,,,
AFG,1996,,0.0,,,,,,,,,,,
AFG,1997,,0.0,,,,,,,,,,,
AFG,1998,,0.0,,,,,,,,,,,
AFG,1999,,0.0,,,,,,,,,,,
AFG,2000,,0.0,,,,,,308.318269746638,,0.0,0.0,0.0,13.0
AFG,2001,0.0047225682421736,0.0,,,,,,277.118051443941,,0.0,0.0,0.0,32.0
AFG,2002,0.0045613951702214,0.116942011309976,,,,,,338.139973643387,,0.0,0.0,0.0,35.0
AFG,2003,0.0878912528559713,0.879776399549396,,,,1.37434995174408,2.1,346.071627096223,,0.0,0.0,0.0,35.0
AFG,2004,0.105809030021958,2.54661861253936,0.0008488728708464,,,1.39064002037048,7.8,338.637273888197,,0.0,0.0,0.0,68.0
AFG,2005,1.22414808372471,4.91711244047067,0.0009014706140862,,,,15.4,363.640141436773,,0.0,0.0,0.0,79.0
AFG,2006,2.10712364546412,9.91329720539894,0.0019666384178724,,,,19.3,367.75831169358,,0.0,0.0,0.0,96.0
AFG,2007,1.899999976,18.0166833836025,0.0019297678736258,,,,25.0,410.757728879097,,0.0,0.0,0.0,121.0
AFG,2008,1.84,29.8267633771309,0.0018880305734077,,,,28.0,417.647282647498,,0.0,0.0,0.0,52.0
AFG,2009,3.55,38.2289426518893,0.0036408516811323,,,3.93815994262695,36.7,488.830652491949,,0.0,0.0,2.0,85.0
AFG,2010,4.0,36.1186814254474,0.0053033350305183,,,,30.2,542.871030476037,,0.0,0.0,0.0,100.0
AFG,2011,5.0,47.0151842862822,,,,3.68686008453369,29.6,525.42698276582,,0.0,0.0,0.0,122.0
AFG,2012,5.454500198,50.1966555403702,0.0049083715024662,,,,60.8,568.929021458341,,0.0,0.0,0.0,134.0
AFG,2013,5.900000095,53.1490159728276,0.0047434273805301,,,,60.2,580.603833333096,,0.0,1.0,0.0,148.0
AFG,2014,7.0,56.1322103822265,0.0045742134571347,,,8.39764022827148,86.5,575.146245808546,9.698486925384,0.0,0.0,0.0,174.0
AFG,2015,8.260000229,58.256016446556,0.0208886536333134,,,,64.6,565.569730408751,9.79236030578613,0.0,1.0,0.0,169.0
AFG,2016,11.0,62.2553342863232,0.0253626650734575,,,,97.1,563.872336723147,,0.0,0.0,0.0,246.0
AFG,2017,13.5,67.0507903920361,0.0257278621511121,,,,97.1,562.769574140988,11.7771822147423,0.0,0.0,0.0,256.0
AFG,2018,16.79999924,59.8109345283062,0.043542941562346,,,9.99592018127441,91.6,553.125151688293,,1.0,3.0,0.0,498.0
AFG,2019,17.60000038,59.6470805870469,0.0519942336405782,,,,97.1,557.861533207459,,0.0,11.0,0.0,661.0
AFG,2020,17.04850006,58.0461137722591,0.0680079200431626,,,10.85435962677,97.1,527.834554499306,11.8347043333891,0.0,13.0,0.0,984.0
AFG,2021,16.51429939,56.6944760468967,0.066424315829547,,,,97.1,408.625855217403,9.46131038665771,1.0,21.0,1.0,1135.0
AFG,2022,15.86629963,56.2655188632539,0.0796301678593983,,,,81.7,377.665627080705,12.5973300933838,4.0,44.0,2.0,1278.0
AFG,2023,15.92840004,55.5474967036959,0.0800873028793967,,,,81.4,378.06630312259,,4.0,61.0,0.0,1571.0
AFG,2024,16.09499931,60.0990815591219,,,,,84.6,374.37669620849,,6.0,119.0,0.0,2077.0
AFW,1990,,0.0,,,,2.87589001655579,,1262.02804836058,,,,,
AFW,1991,,0.0,,,,2.97762989997864,,1242.85591692511,,,,,
AFW,1992,,0.0004055676236363,,,,3.11690998077393,,1236.74838636786,,,,,
AFW,1993,,0.0055811560714469,,,,3.29299998283386,,1187.89176137229,,,,,
AFW,1994,,0.0095957009141031,,,,3.45100998878479,12.2025170105924,1154.07891669578,,,,,
AFW,1995,,0.0125531304913285,,,,3.59401988983154,12.603049477231,1143.74503484233,,,,,
AFW,1996,,0.025856289147414,,,,3.78765988349915,12.3289308054837,1164.38761748098,,,,,
AFW,1997,,0.0465887994019213,,,,4.01411008834839,14.8630465324447,1182.83224603344,,,,,
AFW,1998,,0.0980257325747414,,,,4.16986989974976,14.0069022827679,1192.28326968998,,,,,
AFW,1999,,0.20622679893449,,,,4.33806991577148,17.5742082823367,1177.84021453424,,,,,
AFW,2000,,0.530892742687222,,,,4.95100021362305,16.4072895775673,1189.60989480741,,,,,
AFW,2001,,1.04987624556741,,,,5.43233013153076,15.8483361546833,1217.48637912529,,,,,
AFW,2002,,2.09477956084382,,,,5.93669986724854,15.3284926872354,1301.45284845521,,,,,
AFW,2003,,3.32309173202265,,,,6.43214988708496,20.6063188086791,1336.53509360063,,,,,
AFW,2004,,6.46046333370717,,,,6.620689868927,16.837830273436,1404.15452106467,,,,,
AFW,2005,2.3,11.1025063085919,0.0100746707116333,,,7.03709983825684,17.0824732888022,1443.9895720102,,,,,
AFW,2006,3.4,18.7872335012222,,,,7.09086990356445,17.7298949290367,1477.96252664219,,,,,
AFW,2007,4.3,25.0392998212097,0.0490133901171414,0.15068925314209,,7.31161022186279,17.2245323879325,1515.04513261704,,,,,
AFW,2008,5.0,36.8661001562175,0.0638623692018412,,,7.55156993865967,19.0487598558021,1564.2103448338,,,,,
AFW,2009,5.8,44.3449799979514,0.0761774862454016,,,7.67314004898071,18.3638733180195,1614.44023110383,,,,,
AFW,2010,7.3,52.27223728058,0.105775943595984,,,7.94076013565063,20.2935010525924,1679.8619541977,,,,,
AFW,2011,8.7,58.249872484352,,,,8.23383045196533,21.3822744119347,1713.47507358227,,,,,
AFW,2012,10.3,67.1094646656648,0.108365892133372,,,8.61141014099121,18.6042829933741,1752.04877339883,,,,,
AFW,2013,12.6,75.0120031475166,0.106400199967978,,,9.13339042663574,22.5600179748568,1808.05542437383,,,,,
AFW,2014,15.0,80.2975320892204,0.132959962499429,,,9.39218044281006,21.923251501434,1859.65082949513,,,,,
AFW,2015,18.6,83.3,0.1,,,9.45302963256836,22.4047505200123,1863.40151301991,,,,,
AFW,2016,20.9,82.9,0.2,,,9.26937007904053,26.7034051913366,1817.66095620629,,,,,
AFW,2017,23.8,81.4,0.2,,,9.39776039123535,22.9611442145573,1811.55471646765,,,,,
AFW,2018,25.7,87.8,0.2,,,9.58899021148682,28.0212582034382,1817.65066402569,,,,,
AFW,2019,28.5,91.3,0.3,0.277536756220093,,9.73875999450684,26.25714327759,1832.1636948549,,,,,
AFW,2020,31.5,96.7,0.37,,,9.93537998199463,24.6897159445783,1722.44898220443,,,,,
AFW,2021,34.7,95.2,0.36,,,10.1902599334717,25.8117866418889,1725.17121673839,,,,,
AFW,2022,37.5,102.1,0.41,,,,25.1882679024413,1761.05945140847,,,,,
AFW,2023,38.5,101.4,0.48,,,,28.9574197737725,1782.32607004266,,,,,
AFW,2024,40.0,91.8,0.57,,,,34.9534616228452,1820.07044608507,,,,,
AGO,1990,0.0,0.0,,,,0.594919979572296,,2675.05239369334,,,,,
AGO,1991,,0.0,,,,0.60505998134613,,2612.33170519933,,,,,
AGO,1992,,0.0,,,,0.573329985141754,,2380.58274214001,,,,,
AGO,1993,,0.008436702,,,,,,1752.7231866103,,,,,
AGO,1994,,0.013549219,,,,,,1719.54294463666,,,,,
AGO,1995,,0.01433269,,,,,,1912.51777520778,,,,,
AGO,1996,0.000776,0.02292929,,,,,,2099.35045383251,,,,,
AGO,1997,0.00567,0.04742069,,,,,,2176.87757983993,,,,,
AGO,1998,0.0185,0.063903735,,,,0.613650023937225,,2203.98692701402,,,,,
AGO,1999,0.072,0.151221568,,,,0.554629981517792,,2179.06426973197,,,,,
AGO,2000,0.105045562462262,0.159346765941731,,,,,3.5,2172.46326718726,,0.0,2.0,0.0,39.0
AGO,2001,0.136013867429868,0.447835842249048,,,,,9.5,2189.17352158048,,0.0,0.0,0.0,44.0
AGO,2002,0.270376745595134,0.807954939660482,,,,0.783640027046204,2.8,2404.97792071735,,0.0,0.0,0.0,44.0
AGO,2003,0.370682065225727,1.95054401229801,,,,2.87620997428894,2.3,2403.40415157242,,0.0,0.0,0.0,65.0
AGO,2004,0.464814617985909,3.97840414704547,,,,2.14597010612488,1.7,2583.32411461508,6.49495669978991,0.0,0.0,0.0,76.0
AGO,2005,1.143399954,8.35158651156351,,,,2.6385600566864,1.0,2843.39663579921,,0.0,0.0,0.0,88.0
AGO,2006,1.5,15.2614410221311,0.0372615340510617,,,2.55977010726929,0.7,3065.05576244155,,0.0,0.0,0.0,85.0
AGO,2007,1.700000048,23.8781501760396,0.0563080378857804,,,,,3336.36332465491,,0.0,0.0,0.0,98.0
AGO,2008,1.899999976,31.3891482115081,0.0738785619400282,,,,6.6,3559.19522512538,,0.0,0.0,0.0,79.0
AGO,2009,2.299999952,36.1789120059347,0.0669201512770172,,,,,3494.80724466468,7.71984559467849,0.0,0.0,0.0,135.0
AGO,2010,2.799999952,40.3667552771914,0.0643919840565448,,,,,3540.79159568681,,0.0,0.0,0.0,142.0
AGO,2011,4.699999809,49.8515258181069,0.0653099765004654,,48.42677,6.44004138280629,,3528.16824373698,12.3044799492131,0.0,0.0,2.0,156.0
AGO,2012,7.699999809,50.7801125088641,0.081469909077961,,,,,3682.35229323075,,0.0,0.0,0.0,219.0
AGO,2013,13.0,50.7734882643713,0.0851575464292457,,,9.22339720175662,,3716.29718727597,,0.0,2.0,0.0,215.0
AGO,2014,21.3623407584103,51.7384393645114,0.323076272251349,,,,,3746.81619978931,15.8635301589966,0.0,2.0,0.0,385.0
AGO,2015,22.0,49.3097223014385,0.545394210158053,,,8.78320868033121,3.8,3641.72893920253,17.4365100860596,0.0,1.0,0.0,386.0
AGO,2016,23.20000076,44.5502272379157,0.290319010302891,0.03229,18.93579,9.78287696232453,,3505.59634681792,,0.0,1.0,0.0,374.0
AGO,2017,26.0,44.0682088632918,0.32055404693903,,,,,3378.07588102598,,0.0,2.0,0.0,414.0
AGO,2018,29.0,42.4588784507729,0.350066962955579,,,,7.3,3246.87857140997,,0.0,0.0,0.0,415.0
AGO,2019,32.12939835,45.8065312825399,0.367770426844486,,,,,3105.59971242672,,0.0,4.0,1.0,503.0
AGO,2020,33.32089996,43.7804317055698,0.363264238710965,,,,,2847.24241578243,,0.0,1.0,0.0,757.0
AGO,2021,34.55649948,44.3868689341257,0.39092529517689,,,,,2788.16737086685,,0.0,4.0,0.0,879.0
AGO,2022,35.83800125,66.6008073123779,0.386698155907211,,,,,2798.01717317688,,0.0,6.0,0.0,842.0
AGO,2023,37.88589859,70.0519587723571,0.373668982990052,,,10.04935810264,,2748.95196954248,26.8992195129394,0.0,3.0,0.0,793.0
AGO,2024,40.70479965,69.7039467163584,0.362845240712436,,,9.9549065722902,1.3,2798.59392792708,,0.0,11.0,0.0,771.0
ALB,1990,0.0,0.0,,,,8.0117301940918,100.0,1682.8810874018,,,,,
ALB,1991,,0.0,,,,8.63831043243408,100.0,1218.96427317362,,,,,
ALB,1992,,0.0,,,,9.12522029876709,100.0,1138.23773998809,,,,,
ALB,1993,,0.0,,,,11.0173997879028,100.0,1254.67888414888,,,,,
ALB,1994,,0.0,,,,10.4434404373169,100.0,1367.22058963712,,,,,
ALB,1995,0.0112,0.0,,,,10.0794801712036,100.0,1558.96638565461,,,,,
ALB,1996,0.0322,0.070307774,,,,11.0262098312378,100.0,1683.76965547424,,,,,
ALB,1997,0.0486,0.101422403,,,,12.8083696365356,100.0,1495.90035328523,,,,,
ALB,1998,0.065,0.173257946,,,,13.6314601898193,100.0,1630.43874131845,,,,,
ALB,1999,0.0814,0.343114336,,,,14.7700595855713,100.0,1841.80762760566,,,,,
ALB,2000,0.114097346552109,0.940922534259296,,,,15.3867101669312,100.0,1991.91435867116,,0.0,0.0,0.0,95.0
ALB,2001,0.325798377067964,12.473224578717,,,,15.4820499420166,100.0,2188.91854451375,37.0448913574219,0.0,0.0,0.0,100.0
ALB,2002,0.39008127343332,27.1529999757506,,,,16.3895606994629,100.0,2297.10853513924,,0.0,0.0,0.0,104.0
ALB,2003,0.971900415195857,35.2780293564518,,,,16.3662395477295,100.0,2428.68934653563,,0.0,0.0,0.0,123.0
ALB,2004,2.42038779776014,40.6495459161824,,,,19.1295795440674,100.0,2567.29763687121,,0.0,0.0,0.0,131.0
ALB,2005,6.04389086404814,49.7452829974003,0.0088421957382567,,,22.389009475708,100.0,2712.86983830331,,0.0,1.0,0.0,138.0
ALB,2006,9.609999657,62.6025752513514,,,,26.2101001739502,100.0,2894.36032580174,,0.0,0.0,0.0,169.0
ALB,2007,15.03610039,76.8284093980357,0.330809586994155,0.08411,,30.2319297790527,100.0,3105.8796756386,39.913692520629,0.0,0.0,0.0,177.0
ALB,2008,23.86,62.1341628437685,2.13837276514987,0.14973,155.23568,31.6839599609375,100.0,3345.98161761476,39.8893203735352,0.0,3.0,0.0,240.0
ALB,2009,41.2,83.1929248865178,3.10655587968039,,,32.9239883422852,100.0,3459.24695646692,40.7168211248766,0.0,0.0,0.0,247.0
ALB,2010,45.0,91.9299271149669,3.60358545467955,,,43.3279304504395,100.0,3579.82413181046,42.0615055762317,0.0,2.0,0.0,453.0
ALB,2011,47.0,106.474179667965,4.40356599200963,,,49.3997040639925,100.0,3677.89457937717,43.4903411865234,0.0,4.0,0.0,504.0
ALB,2012,49.40000153,120.274748763232,5.50129828000236,,,58.6214186004979,99.9,3771.84781862015,45.2791481018066,0.0,2.0,0.0,612.0
ALB,2013,51.79999924,126.771812779937,6.27863857588442,,,63.8440585382953,99.8,3895.89975621942,43.7557131852483,0.0,8.0,0.0,1241.0
ALB,2014,54.29999924,115.700565028176,7.16191378800303,,,65.5507096860696,99.9,4045.11934884933,45.9827253915524,0.0,6.0,0.0,1405.0
ALB,2015,56.90000153,117.329657576402,8.37878005900715,,,61.9608485481051,100.0,4199.53912925398,48.1863617042111,0.0,4.0,0.0,1525.0
ALB,2016,59.59999847,116.284011654089,9.19224381243169,,,58.4884791901189,99.7,4431.55635814168,46.9844844692678,0.0,2.0,0.0,1253.0
ALB,2017,62.40000153,125.099939894598,10.4757297699778,,,58.0177836674929,99.7,4648.23078660658,46.3533401489258,0.0,13.0,0.0,1169.0
ALB,2018,65.40000153,93.8030862083918,12.5058089696365,,,56.0802964109938,100.0,4893.82375538717,49.8858232395536,0.0,8.0,0.0,1355.0
ALB,2019,68.5503911218006,91.1634968336332,15.1192543526712,,,61.4085141527142,100.0,5072.43648354739,50.7128654950488,0.0,11.0,0.0,1200.0
ALB,2020,72.23767711,91.1880900599383,17.720931463387,,,61.5853024328899,100.0,4980.61699524696,51.0498413335601,0.0,24.0,1.0,1538.0
ALB,2021,79.32371752,92.4843357131703,19.6303737145283,0.18998,449.1043,59.9698690125562,100.0,5511.75743402862,51.8425099304159,1.0,42.0,0.0,1964.0
ALB,2022,82.61367544,98.3950391992101,20.6989441252111,0.19997,428.69994,62.647921513098,100.0,5867.65096230557,53.2684854264147,0.0,55.0,0.0,1955.0
ALB,2023,83.13559161,92.9973271969712,22.5048592377088,,,64.7293520237257,100.0,6204.43525612114,53.9683303833008,4.0,94.0,1.0,2295.0
ALB,2024,85.86389923,89.1328603947682,24.8815713356962,,,84.1496200561523,100.0,6549.23387415397,,6.0,139.0,2.0,2449.0
AND,1990,0.0,0.0,,,,,100.0,31143.1468757172,,,,,
AND,1991,,0.0,,,,,100.0,29642.3059817481,,,,,
AND,1992,,1.344203341,,,,,100.0,28161.9424937627,,,,,
AND,1993,,1.318547569,,,,,100.0,26518.2336337044,,,,,
AND,1994,,1.284466799,,,,,100.0,26587.1383046901,,,,,
AND,1995,,4.489257564,,,,,100.0,27619.5060618267,,,,,
AND,1996,1.53,8.555349432,,,,,100.0,28871.2160752297,,,,,
AND,1997,3.05,13.32364491,,,,,100.0,31140.6896819813,,,,,
AND,1998,6.89,21.65649066,,,,,100.0,31800.3640678661,,,,,
AND,1999,7.64,31.37613282,,,,,100.0,32938.6437411832,,,,,
AND,2000,10.53883560922,35.8422775367283,,,,,100.0,34113.8173783949,,,,,
AND,2001,,44.6896069975096,,,,,100.0,36790.1037086022,,,,,
AND,2002,11.2604687170103,49.3038222115298,1.72616004571016,,,7.31105995178223,100.0,38084.4843108589,,,,,
AND,2003,13.546412876439,74.6812307515183,5.18233888840918,,,8.82861995697021,100.0,39620.3201605161,42.3038711547852,,,,
AND,2004,26.8379543894637,78.5280861083081,8.45206861755802,,,8.74967002868652,100.0,40054.3211531421,51.4541816711426,,,,
AND,2005,37.6057662174867,83.388228000155,13.3568411671252,,,8.41534996032715,100.0,40528.17486238,43.9101715087891,,,,
AND,2006,48.9368469989479,86.7047810517057,18.3652698372809,,,9.89391040802002,100.0,41322.0529213846,49.9506492614746,,,,
AND,2007,70.87,77.5590214590178,22.6266228611209,,,,100.0,40789.1589697748,,,,,
AND,2008,70.04,76.8932271393497,24.7583687645967,,,10.986120223999,100.0,37775.1261404342,,,,,
AND,2009,78.53,76.9466431432386,27.3471771886325,,,,100.0,35604.3840098196,,,,,
AND,2010,81.0,81.1525784947835,30.3595767353109,,,,100.0,36277.2644425331,,,,,
AND,2011,81.0,83.6223853541262,33.1216332617667,,,,100.0,37637.4868342866,,,,,
AND,2012,82.69999695,83.1207538329385,35.0170497436031,,,12.870249017038,100.0,36206.9784356446,,,,,
AND,2013,84.40000153,85.0214112828151,36.8832619623906,,,14.5405405405405,100.0,35684.1694347737,,,,,
AND,2014,86.09999847,89.8341402552314,39.0170470727043,,,13.5399673735726,100.0,37300.6244197096,47.8374099731445,0.0,0.0,0.0,39.0
AND,2015,87.90000153,98.8389170615457,42.5277800870119,,,13.8206896551724,100.0,38654.9347217207,47.5452003479004,,,,
AND,2016,89.69999695,105.473739626772,45.011845222427,,,15.2011095700416,100.0,40085.020598622,47.3496894836426,0.0,1.0,0.0,0.0
AND,2017,91.5674670273926,108.912327318574,46.4785868253731,,,15.6664896441848,100.0,39361.0622648699,,,,,
AND,2018,93.5,109.914584497485,47.4481786008887,,,15.7132150886835,100.0,39242.1448975099,,,,,
AND,2019,90.71869659,114.952794413788,47.5429557758192,,,15.4352596927579,100.0,39346.275035865,,,,,
AND,2020,93.20570374,103.876970793487,48.6559834582579,,,15.2605749006777,100.0,34536.6499222556,,,,,
AND,2021,93.89749908,119.687611658415,50.2769128681537,,,15.4117647058823,100.0,36929.0191528644,,0.0,1.0,0.0,0.0
AND,2022,94.05169678,142.426447525249,51.2050686907973,0.15818,,34.6414389161411,100.0,39780.3966130791,61.2193908691406,0.0,2.0,0.0,0.0
AND,2023,94.21499634,156.09725932522,51.7401306025527,,,62.4106937082277,100.0,40227.23352974,,0.0,2.0,0.0,0.0
AND,2024,94.39759827,155.692108667529,52.3554394786302,,,67.6767676767677,100.0,41223.9924906603,,0.0,3.0,0.0,0.0
ARB,1990,,0.0391611129825038,,,,9.73840045928955,,4299.76237187585,,,,,
ARB,1991,,0.0567169465116559,,,,9.47113037109375,,4172.37895844352,,,,,
ARB,1992,,0.0642451336720986,,,,10.0868196487427,53.9476123139029,4334.43634376787,,,,,
ARB,1993,,0.0818781227277993,,,,10.910590171814,56.0940476125189,4352.86077803648,,,,,
ARB,1994,,0.105305831302216,,,,11.8772401809692,57.3898305364461,4377.18722063061,,,,,
ARB,1995,,0.197651290165998,,,,12.6549396514893,57.1290656832336,4387.70518810507,,,,,
ARB,1996,,0.354623216561879,,,,13.5704402923584,59.4592969020564,4488.04815990419,,,,,
ARB,1997,,0.608151128959064,,,,14.5025501251221,60.3190638083941,4620.86985061194,,,,,
ARB,1998,,0.928146209147479,,,,15.4457502365112,61.7837599811474,4725.56339133207,,,,,
ARB,1999,,1.47667988359235,,,,16.7325000762939,62.7546325297948,4741.99153927008,,,,,
ARB,2000,,3.14235571585315,,,,16.8672409057617,68.6768838973541,4922.11520199761,,,,,
ARB,2001,,5.674469873018,,,,17.4352397918701,70.3406380268113,4907.21186577842,,,,,
ARB,2002,,8.4137897725289,,,,18.2287998199463,69.9362893187361,4853.12978171597,,,,,
ARB,2003,,11.4425320694818,,,,18.2871894836426,71.7901607587703,4939.55134024018,,,,,
ARB,2004,,16.6252188547319,0.149109562629116,,,19.4084701538086,68.0546300688439,5264.51546177734,,,,,
ARB,2005,,26.4479394294001,0.312436469485612,,,20.39501953125,69.7071371272561,5427.84243278416,,,,,
ARB,2006,,38.2910994488433,0.496007359893323,,,20.922119140625,73.3491420218384,5632.36344117714,,,,,
ARB,2007,,51.6630400128938,0.877291881859761,,,21.5595207214356,70.1464897763457,5746.68567268712,,,,,
ARB,2008,,61.7078304449257,1.27730018707497,,,22.4240398406982,69.9002851845606,5915.86136125116,,,,,
